I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.01,0.005,0.016,,,,,,,,,
-0.011,0.004,0.016,,,,,,,,,
-0.033,0.008,0.042,,,,,,,,,
-0.016,0.01,0.026,,,,,,,,,
-0.114,0.009,0.123,,,,,,,,,
-0.081,0.01,0.091,,,,,,,,,
-0.034,0.009,0.044,,,,,,,,,
0.001,0.01,0.008,,,,,,,,,
0.026,0.009,-0.016,,,,,,,,,
-0.112,0.01,0.122,,,,,,,,,
-0.09,0.009,0.1,,,,,,,,,
0.01,0.01,0.0,,,,,,,,,
0.027,0.009,-0.017,,,,,,,,,
-0.02,0.01,0.03,,,,,,,,,
-0.039,0.01,0.048,,,,,,,,,
-0.027,0.01,0.036,,,,,,,,,
-0.031,0.005,0.037,,,,,,,,,
-0.024,0.004,0.029,,,,,,,,,
-0.02,0.005,0.025,,,,,,,,,
-0.016,0.004,0.021,,,,,,,,,
-0.009,0.005,0.014,,,,,,,,,
0.007,0.004,-0.002,,,,,,,,,
0.018,0.005,-0.013,,,,,,,,,
0.006,0.004,-0.001,,,,,,,,,
-0.006,0.005,0.01,,,,,,,,,
-0.021,0.004,0.026,,,,,,,,,
-0.029,0.005,0.033,,,,,,,,,
-0.023,0.005,0.028,,,,,,,,,
-0.021,0.004,0.025,,,,,,,,,
-0.018,0.005,0.023,,,,,,,,,
-0.01,0.01,0.02,,,,,,,,,
-0.004,0.013,0.018,,,,,,,,,
0.003,0.018,0.014,,,,,,,,,
0.006,0.02,0.013,,,,,,,,,
0.015,0.023,0.007,,,,,,,,,
0.022,0.027,0.005,,,,,,,,,
0.029,0.031,0.002,,,,,,,,,
0.035,0.035,0.0,,,,,,,,,
0.035,0.032,-0.002,,,,,,,,,
0.034,0.029,-0.005,,,,,,,,,
0.037,0.03,-0.007,,,,,,,,,
0.046,0.03,-0.016,,,,,,,,,
0.053,0.029,-0.023,,,,,,,,,
0.056,0.024,-0.031,,,,,,,,,
0.064,0.025,-0.039,,,,,,,,,
0.064,0.024,-0.039,,,,,,,,,
0.07,0.025,-0.044,,,,,,,,,
0.066,0.02,-0.045,,,,,,,,,
0.064,0.014,-0.05,,,,,,,,,
0.061,0.011,-0.05,,,,,,,,,
0.052,0.006,-0.045,,,,,,,,,
0.036,0.004,-0.032,,,,,,,,,
0.02,-0.004,-0.024,,,,,,,,,
0.004,-0.006,-0.01,,,,,,,,,
-0.013,-0.011,0.001,,,,,,,,,
-0.038,-0.013,0.024,,,,,,,,,
-0.066,-0.033,0.033,,,,,,,,,
-0.1,-0.043,0.057,,,,,,,,,
-0.074,-0.038,0.036,,,,,,,,,
-0.137,-0.041,0.096,,,,,,,,,
-0.133,-0.039,0.094,,,,,,,,,
-0.141,-0.04,0.1,,,,,,,,,
-0.016,-0.039,-0.023,,,,,,,,,
0.065,-0.04,-0.105,,,,,,,,,
0.03,-0.035,-0.065,,,,,,,,,
0.033,-0.035,-0.068,,,,,,,,,
0.014,-0.034,-0.048,,,,,,,,,
0.017,-0.035,-0.053,,,,,,,,,
0.007,-0.034,-0.042,,,,,,,,,
0.008,-0.035,-0.043,,,,,,,,,
-0.003,-0.034,-0.03,,,,,,,,,
0.003,-0.031,-0.035,,,,,,,,,
-0.007,-0.026,-0.018,,,,,,,,,
-0.011,-0.023,-0.011,,,,,,,,,
-0.026,-0.018,0.008,,,,,,,,,
-0.028,-0.014,0.012,,,,,,,,,
-0.059,-0.01,0.049,,,,,,,,,
-0.067,-0.003,0.063,,,,,,,,,
-0.015,0.015,0.03,,,,,,,,,
0.028,0.029,0.0,,,,,,,,,
0.134,0.044,-0.089,,,,,,,,,
0.255,0.048,-0.207,,,,,,,,,
0.433,0.07,-0.361,,,,,,,,,
0.545,0.08,-0.465,,,,,,,,,
0.567,0.081,-0.485,,,,,,,,,
0.487,0.083,-0.404,,,,,,,,,
0.336,0.092,-0.244,,,,,,,,,
0.208,0.096,-0.112,,,,,,,,,
0.051,0.073,0.022,,,,,,,,,
-0.073,0.061,0.135,,,,,,,,,
-0.126,0.042,0.168,,,,,,,,,
-0.096,0.035,0.132,,,,,,,,,
-0.084,0.031,0.115,,,,,,,,,
-0.039,0.028,0.067,,,,,,,,,
-0.026,0.023,0.05,,,,,,,,,
-0.029,0.02,0.049,,,,,,,,,
-0.035,0.015,0.05,,,,,,,,,
-0.037,0.012,0.049,,,,,,,,,
-0.041,0.006,0.049,,,,,,,,,
-0.037,0.005,0.043,,,,,,,,,
-0.036,0.01,0.046,,,,,,,,,
-0.034,0.009,0.044,,,,,,,,,
-0.035,0.01,0.045,,,,,,,,,
-0.028,0.009,0.038,,,,,,,,,
-0.03,0.009,0.04,,,,,,,,,
-0.029,0.01,0.039,,,,,,,,,
-0.03,0.009,0.04,,,,,,,,,
-0.029,0.01,0.039,,,,,,,,,
-0.035,0.009,0.045,,,,,,,,,
-0.033,0.01,0.044,,,,,,,,,
-0.042,0.009,0.052,,,,,,,,,
-0.068,0.01,0.078,,,,,,,,,
-0.096,0.009,0.105,,,,,,,,,
-0.092,0.011,0.104,,,,,,,,,
-0.089,0.015,0.105,,,,,,,,,
-0.091,0.014,0.105,,,,,,,,,
-0.018,0.015,0.033,,,,,,,,,
0.087,0.017,-0.069,,,,,,,,,
0.087,0.02,-0.067,,,,,,,,,
0.073,0.019,-0.053,,,,,,,,,
0.06,0.02,-0.039,,,,,,,,,
0.049,0.023,-0.025,,,,,,,,,
0.022,0.025,0.002,,,,,,,,,
-0.042,0.024,0.066,,,,,,,,,
-0.06,0.025,0.086,,,,,,,,,
-0.035,0.024,0.059,,,,,,,,,
-0.006,0.045,0.051,,,,,,,,,
0.022,0.05,0.028,,,,,,,,,
0.009,0.049,0.04,,,,,,,,,
0.007,0.053,0.046,,,,,,,,,
0.011,0.055,0.044,,,,,,,,,
0.008,0.054,0.045,,,,,,,,,
0.017,0.058,0.041,,,,,,,,,
0.02,0.06,0.039,,,,,,,,,
0.021,0.059,0.038,,,,,,,,,
0.007,0.062,0.055,,,,,,,,,
0.01,0.09,0.079,,,,,,,,,
0.023,0.095,0.071,,,,,,,,,
0.022,0.1,0.077,,,,,,,,,
0.03,0.102,0.072,,,,,,,,,
0.033,0.114,0.08,,,,,,,,,
0.047,0.125,0.078,,,,,,,,,
0.045,0.127,0.081,,,,,,,,,
0.054,0.132,0.077,,,,,,,,,
0.058,0.141,0.082,,,,,,,,,
0.075,0.158,0.083,,,,,,,,,
0.074,0.161,0.086,,,,,,,,,
0.082,0.166,0.083,,,,,,,,,
0.082,0.169,0.087,,,,,,,,,
0.082,0.165,0.082,,,,,,,,,
0.069,0.156,0.087,,,,,,,,,
0.054,0.153,0.099,,,,,,,,,
0.043,0.146,0.102,,,,,,,,,
0.047,0.142,0.095,,,,,,,,,
0.039,0.136,0.096,,,,,,,,,
0.037,0.127,0.09,,,,,,,,,
0.013,0.105,0.091,,,,,,,,,
0.0,0.086,0.088,,,,,,,,,
-0.012,0.065,0.078,,,,,,,,,
-0.006,0.05,0.057,,,,,,,,,
-0.007,0.039,0.046,,,,,,,,,
-0.004,0.027,0.031,,,,,,,,,
-0.022,0.015,0.038,,,,,,,,,
-0.023,0.007,0.031,,,,,,,,,
-0.035,0.003,0.039,,,,,,,,,
-0.03,0.0,0.029,,,,,,,,,
-0.045,-0.004,0.041,,,,,,,,,
-0.036,-0.009,0.028,,,,,,,,,
-0.107,-0.015,0.092,,,,,,,,,
-0.06,-0.018,0.043,,,,,,,,,
-0.069,-0.023,0.046,,,,,,,,,
-0.027,-0.026,0.001,,,,,,,,,
0.05,-0.034,-0.084,,,,,,,,,
0.01,-0.039,-0.05,,,,,,,,,
-0.009,-0.04,-0.03,,,,,,,,,
-0.017,-0.039,-0.022,,,,,,,,,
-0.015,-0.04,-0.024,,,,,,,,,
-0.044,-0.039,0.004,,,,,,,,,
-0.058,-0.04,0.018,,,,,,,,,
-0.081,-0.039,0.041,,,,,,,,,
-0.072,-0.04,0.032,,,,,,,,,
-0.073,-0.039,0.033,,,,,,,,,
-0.064,-0.04,0.024,,,,,,,,,
-0.066,-0.039,0.026,,,,,,,,,
-0.059,-0.04,0.019,,,,,,,,,
-0.058,-0.039,0.018,,,,,,,,,
-0.051,-0.039,0.011,,,,,,,,,
-0.051,-0.04,0.011,,,,,,,,,
-0.052,-0.045,0.007,,,,,,,,,
-0.049,-0.044,0.004,,,,,,,,,
-0.044,-0.045,0.0,,,,,,,,,
-0.044,-0.044,0.0,,,,,,,,,
-0.038,-0.045,-0.006,,,,,,,,,
-0.035,-0.044,-0.008,,,,,,,,,
-0.035,-0.045,-0.009,,,,,,,,,
-0.04,-0.044,-0.004,,,,,,,,,
-0.039,-0.045,-0.005,,,,,,,,,
-0.04,-0.044,-0.004,,,,,,,,,
-0.039,-0.045,-0.005,,,,,,,,,
-0.044,-0.044,0.0,,,,,,,,,
-0.045,-0.045,0.0,,,,,,,,,
-0.044,-0.043,0.0,,,,,,,,,
-0.037,-0.039,-0.001,,,,,,,,,
-0.038,-0.035,0.002,,,,,,,,,
-0.036,-0.031,0.004,,,,,,,,,
-0.032,-0.027,0.005,,,,,,,,,
-0.027,-0.023,0.004,,,,,,,,,
-0.024,-0.018,0.005,,,,,,,,,
-0.019,-0.015,0.004,,,,,,,,,
-0.016,-0.01,0.005,,,,,,,,,
-0.015,-0.012,0.003,,,,,,,,,
-0.022,-0.015,0.006,,,,,,,,,
-0.011,-0.014,-0.003,,,,,,,,,
-0.003,-0.015,-0.011,,,,,,,,,
0.006,-0.014,-0.021,,,,,,,,,
0.01,-0.015,-0.025,,,,,,,,,
0.02,-0.014,-0.034,,,,,,,,,
0.022,-0.018,-0.04,,,,,,,,,
-0.001,-0.02,-0.017,,,,,,,,,
-0.021,-0.019,0.001,,,,,,,,,
-0.039,-0.02,0.019,,,,,,,,,
-0.034,-0.02,0.014,,,,,,,,,
0.022,-0.019,-0.041,,,,,,,,,
0.061,-0.02,-0.081,,,,,,,,,
-0.008,-0.023,-0.014,,,,,,,,,
0.082,-0.027,-0.109,,,,,,,,,
0.067,-0.031,-0.099,,,,,,,,,
0.027,-0.036,-0.063,,,,,,,,,
0.018,-0.039,-0.058,,,,,,,,,
-0.001,-0.041,-0.04,,,,,,,,,
-0.025,-0.044,-0.019,,,,,,,,,
-0.065,-0.046,0.019,,,,,,,,,
-0.037,-0.05,-0.012,,,,,,,,,
0.027,-0.049,-0.076,,,,,,,,,
-0.003,-0.054,-0.05,,,,,,,,,
-0.015,-0.057,-0.042,,,,,,,,,
-0.042,-0.062,-0.019,,,,,,,,,
-0.048,-0.065,-0.016,,,,,,,,,
-0.052,-0.064,-0.012,,,,,,,,,
-0.047,-0.065,-0.017,,,,,,,,,
-0.053,-0.064,-0.011,,,,,,,,,
-0.029,-0.065,-0.035,,,,,,,,,
-0.026,-0.064,-0.038,,,,,,,,,
-0.037,-0.064,-0.027,,,,,,,,,
-0.049,-0.065,-0.015,,,,,,,,,
-0.057,-0.064,-0.007,,,,,,,,,
-0.06,-0.065,-0.004,,,,,,,,,
-0.059,-0.064,-0.005,,,,,,,,,
-0.06,-0.065,-0.004,,,,,,,,,
-0.059,-0.064,-0.005,,,,,,,,,
-0.061,-0.065,-0.004,,,,,,,,,
-0.054,-0.061,-0.006,,,,,,,,,
-0.046,-0.04,0.005,,,,,,,,,
-0.048,-0.021,0.026,,,,,,,,,
-0.047,-0.004,0.043,,,,,,,,,
-0.019,0.01,0.029,,,,,,,,,
0.051,0.027,-0.024,,,,,,,,,
0.165,0.039,-0.125,,,,,,,,,
0.316,0.062,-0.252,,,,,,,,,
0.451,0.09,-0.361,,,,,,,,,
0.523,0.094,-0.428,,,,,,,,,
0.46,0.095,-0.364,,,,,,,,,
0.353,0.102,-0.252,,,,,,,,,
0.236,0.092,-0.143,,,,,,,,,
0.083,0.059,-0.023,,,,,,,,,
-0.06,0.027,0.088,,,,,,,,,
-0.156,-0.003,0.153,,,,,,,,,
-0.17,-0.024,0.145,,,,,,,,,
-0.175,-0.032,0.142,,,,,,,,,
-0.168,-0.029,0.139,,,,,,,,,
-0.129,-0.03,0.098,,,,,,,,,
-0.068,-0.029,0.038,,,,,,,,,
-0.069,-0.029,0.038,,,,,,,,,
-0.029,-0.024,0.004,,,,,,,,,
-0.026,-0.025,0.001,,,,,,,,,
0.029,-0.024,-0.053,,,,,,,,,
0.0,-0.025,-0.025,,,,,,,,,
0.001,-0.021,-0.022,,,,,,,,,
-0.091,-0.019,0.072,,,,,,,,,
-0.11,-0.02,0.09,,,,,,,,,
0.008,-0.019,-0.028,,,,,,,,,
0.013,-0.02,-0.034,,,,,,,,,
0.016,-0.016,-0.032,,,,,,,,,
0.014,-0.014,-0.028,,,,,,,,,
0.011,-0.015,-0.027,,,,,,,,,
0.011,-0.011,-0.024,,,,,,,,,
0.011,-0.009,-0.021,,,,,,,,,
0.008,-0.01,-0.018,,,,,,,,,
0.005,-0.009,-0.015,,,,,,,,,
0.005,-0.006,-0.011,,,,,,,,,
-0.046,-0.004,0.041,,,,,,,,,
-0.047,-0.005,0.042,,,,,,,,,
-0.021,-0.001,0.02,,,,,,,,,
-0.005,0.0,0.006,,,,,,,,,
0.008,0.0,-0.009,,,,,,,,,
0.003,0.0,-0.003,,,,,,,,,
0.005,0.004,-0.001,,,,,,,,,
0.001,0.005,0.004,,,,,,,,,
0.005,0.009,0.004,,,,,,,,,
0.001,0.009,0.008,,,,,,,,,
0.0,0.012,0.013,,,,,,,,,
-0.001,0.015,0.016,,,,,,,,,
-0.006,0.015,0.021,,,,,,,,,
0.004,0.02,0.016,,,,,,,,,
-0.015,0.02,0.035,,,,,,,,,
-0.02,0.025,0.047,,,,,,,,,
-0.019,0.024,0.043,,,,,,,,,
-0.016,0.028,0.045,,,,,,,,,
-0.014,0.029,0.044,,,,,,,,,
-0.013,0.031,0.045,,,,,,,,,
-0.004,0.042,0.047,,,,,,,,,
0.008,0.059,0.051,,,,,,,,,
0.01,0.059,0.049,,,,,,,,,
0.02,0.071,0.05,,,,,,,,,
0.036,0.085,0.049,,,,,,,,,
0.044,0.095,0.05,,,,,,,,,
0.053,0.107,0.053,,,,,,,,,
0.056,0.113,0.056,,,,,,,,,
0.063,0.122,0.058,,,,,,,,,
0.071,0.134,0.063,,,,,,,,,
0.072,0.148,0.076,,,,,,,,,
0.082,0.154,0.071,,,,,,,,,
0.058,0.154,0.096,,,,,,,,,
0.051,0.156,0.105,,,,,,,,,
0.09,0.16,0.069,,,,,,,,,
0.059,0.161,0.102,,,,,,,,,
0.043,0.166,0.123,,,,,,,,,
-0.021,0.159,0.18,,,,,,,,,
0.048,0.155,0.107,,,,,,,,,
0.081,0.149,0.067,,,,,,,,,
0.058,0.144,0.086,,,,,,,,,
0.072,0.129,0.056,,,,,,,,,
0.062,0.111,0.048,,,,,,,,,
-0.044,0.091,0.135,,,,,,,,,
-0.066,0.074,0.141,,,,,,,,,
-0.04,0.059,0.099,,,,,,,,,
-0.025,0.042,0.068,,,,,,,,,
0.035,0.027,-0.007,,,,,,,,,
0.037,0.017,-0.02,,,,,,,,,
0.013,0.009,-0.003,,,,,,,,,
0.034,0.001,-0.032,,,,,,,,,
0.042,-0.001,-0.044,,,,,,,,,
0.018,-0.008,-0.027,,,,,,,,,
0.008,-0.017,-0.026,,,,,,,,,
-0.011,-0.021,-0.01,,,,,,,,,
-0.036,-0.033,0.003,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.058,-0.034,0.023,,,,,,,,,
-0.053,-0.035,0.018,,,,,,,,,
-0.053,-0.034,0.018,,,,,,,,,
-0.047,-0.035,0.012,,,,,,,,,
-0.048,-0.034,0.014,,,,,,,,,
-0.042,-0.035,0.007,,,,,,,,,
-0.043,-0.034,0.009,,,,,,,,,
-0.034,-0.035,0.0,,,,,,,,,
-0.037,-0.034,0.002,,,,,,,,,
-0.029,-0.035,-0.005,,,,,,,,,
-0.031,-0.034,-0.002,,,,,,,,,
-0.025,-0.036,-0.01,,,,,,,,,
-0.032,-0.039,-0.007,,,,,,,,,
-0.032,-0.04,-0.007,,,,,,,,,
-0.037,-0.039,-0.002,,,,,,,,,
-0.032,-0.04,-0.007,,,,,,,,,
-0.037,-0.039,-0.002,,,,,,,,,
-0.032,-0.04,-0.007,,,,,,,,,
-0.038,-0.039,-0.001,,,,,,,,,
-0.038,-0.04,-0.001,,,,,,,,,
-0.042,-0.039,0.002,,,,,,,,,
-0.037,-0.04,-0.002,,,,,,,,,
-0.041,-0.04,0.001,,,,,,,,,
-0.038,-0.039,-0.001,,,,,,,,,
-0.031,-0.04,-0.008,,,,,,,,,
-0.005,-0.038,-0.032,,,,,,,,,
-0.014,-0.034,-0.019,,,,,,,,,
-0.002,-0.032,-0.03,,,,,,,,,
-0.01,-0.029,-0.018,,,,,,,,,
-0.006,-0.03,-0.024,,,,,,,,,
-0.009,-0.023,-0.015,,,,,,,,,
-0.001,-0.026,-0.024,,,,,,,,,
-0.032,-0.021,0.011,,,,,,,,,
-0.038,-0.02,0.018,,,,,,,,,
-0.093,-0.016,0.077,,,,,,,,,
0.012,-0.015,-0.027,,,,,,,,,
0.028,-0.013,-0.041,,,,,,,,,
-0.115,-0.01,0.105,,,,,,,,,
-0.062,-0.009,0.052,,,,,,,,,
-0.058,-0.013,0.045,,,,,,,,,
-0.124,-0.015,0.109,,,,,,,,,
0.031,-0.014,-0.046,,,,,,,,,
0.097,-0.014,-0.112,,,,,,,,,
0.006,-0.015,-0.021,,,,,,,,,
0.008,-0.014,-0.023,,,,,,,,,
0.049,-0.015,-0.064,,,,,,,,,
0.056,-0.014,-0.071,,,,,,,,,
0.056,-0.015,-0.071,,,,,,,,,
0.061,-0.014,-0.075,,,,,,,,,
0.049,-0.015,-0.065,,,,,,,,,
0.021,-0.014,-0.036,,,,,,,,,
0.006,-0.015,-0.021,,,,,,,,,
-0.048,-0.014,0.034,,,,,,,,,
0.027,-0.026,-0.054,,,,,,,,,
0.071,-0.043,-0.114,,,,,,,,,
0.022,-0.057,-0.079,,,,,,,,,
0.014,-0.06,-0.074,,,,,,,,,
-0.009,-0.059,-0.05,,,,,,,,,
-0.013,-0.059,-0.046,,,,,,,,,
-0.023,-0.06,-0.036,,,,,,,,,
-0.022,-0.06,-0.037,,,,,,,,,
-0.031,-0.059,-0.028,,,,,,,,,
-0.037,-0.062,-0.024,,,,,,,,,
-0.045,-0.065,-0.02,,,,,,,,,
-0.047,-0.064,-0.017,,,,,,,,,
-0.051,-0.065,-0.014,,,,,,,,,
-0.049,-0.064,-0.014,,,,,,,,,
-0.055,-0.065,-0.009,,,,,,,,,
-0.054,-0.064,-0.01,,,,,,,,,
-0.055,-0.062,-0.006,,,,,,,,,
-0.054,-0.058,-0.004,,,,,,,,,
-0.055,-0.06,-0.005,,,,,,,,,
-0.057,-0.059,-0.001,,,,,,,,,
-0.061,-0.06,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.065,-0.061,0.004,,,,,,,,,
-0.064,-0.058,0.005,,,,,,,,,
-0.065,-0.061,0.004,,,,,,,,,
-0.068,-0.058,0.009,,,,,,,,,
-0.071,-0.062,0.009,,,,,,,,,
-0.068,-0.052,0.015,,,,,,,,,
-0.052,-0.036,0.015,,,,,,,,,
-0.061,-0.015,0.046,,,,,,,,,
-0.026,0.001,0.027,,,,,,,,,
0.018,0.019,0.001,,,,,,,,,
0.069,0.029,-0.039,,,,,,,,,
0.179,0.047,-0.131,,,,,,,,,
0.287,0.054,-0.232,,,,,,,,,
0.409,0.096,-0.312,,,,,,,,,
0.518,0.084,-0.433,,,,,,,,,
0.452,0.02,-0.431,,,,,,,,,
0.339,0.017,-0.322,,,,,,,,,
0.23,0.0,-0.231,,,,,,,,,
0.145,-0.008,-0.154,,,,,,,,,
0.024,-0.024,-0.048,,,,,,,,,
-0.046,-0.03,0.015,,,,,,,,,
-0.1,-0.044,0.055,,,,,,,,,
-0.132,-0.052,0.08,,,,,,,,,
-0.014,-0.051,-0.036,,,,,,,,,
-0.005,-0.049,-0.043,,,,,,,,,
0.009,-0.045,-0.054,,,,,,,,,
0.0,-0.044,-0.046,,,,,,,,,
0.01,-0.042,-0.053,,,,,,,,,
-0.008,-0.038,-0.03,,,,,,,,,
-0.03,-0.04,-0.009,,,,,,,,,
-0.05,-0.034,0.016,,,,,,,,,
-0.061,-0.034,0.026,,,,,,,,,
-0.052,-0.029,0.024,,,,,,,,,
-0.043,-0.031,0.012,,,,,,,,,
-0.036,-0.026,0.01,,,,,,,,,
-0.027,-0.025,0.002,,,,,,,,,
-0.019,-0.023,-0.004,,,,,,,,,
-0.008,-0.02,-0.01,,,,,,,,,
-0.02,-0.019,0.001,,,,,,,,,
-0.028,-0.02,0.008,,,,,,,,,
-0.037,-0.019,0.017,,,,,,,,,
-0.039,-0.016,0.023,,,,,,,,,
-0.034,-0.014,0.019,,,,,,,,,
-0.035,-0.015,0.019,,,,,,,,,
-0.035,-0.015,0.02,,,,,,,,,
-0.033,-0.013,0.019,,,,,,,,,
-0.028,-0.009,0.019,,,,,,,,,
-0.03,-0.01,0.02,,,,,,,,,
-0.028,-0.009,0.019,,,,,,,,,
-0.031,-0.011,0.02,,,,,,,,,
-0.027,-0.007,0.019,,,,,,,,,
-0.025,-0.005,0.02,,,,,,,,,
-0.021,-0.001,0.019,,,,,,,,,
-0.02,0.0,0.02,,,,,,,,,
-0.016,0.003,0.019,,,,,,,,,
-0.014,0.005,0.019,,,,,,,,,
-0.003,0.008,0.012,,,,,,,,,
0.0,0.01,0.011,,,,,,,,,
0.01,0.013,0.003,,,,,,,,,
0.003,0.016,0.013,,,,,,,,,
-0.003,0.018,0.022,,,,,,,,,
-0.015,0.022,0.038,,,,,,,,,
-0.007,0.038,0.045,,,,,,,,,
-0.016,0.041,0.057,,,,,,,,,
-0.004,0.045,0.05,,,,,,,,,
-0.011,0.049,0.061,,,,,,,,,
0.009,0.053,0.043,,,,,,,,,
-0.054,0.061,0.115,,,,,,,,,
-0.005,0.075,0.08,,,,,,,,,
0.084,0.087,0.002,,,,,,,,,
0.061,0.097,0.035,,,,,,,,,
0.0,0.105,0.105,,,,,,,,,
-0.054,0.118,0.172,,,,,,,,,
-0.02,0.125,0.146,,,,,,,,,
-0.013,0.131,0.145,,,,,,,,,
0.018,0.141,0.122,,,,,,,,,
-0.012,0.15,0.162,,,,,,,,,
0.001,0.158,0.157,,,,,,,,,
0.009,0.159,0.149,,,,,,,,,
0.019,0.154,0.133,,,,,,,,,
0.047,0.155,0.108,,,,,,,,,
0.063,0.153,0.089,,,,,,,,,
0.085,0.15,0.064,,,,,,,,,
0.06,0.149,0.089,,,,,,,,,
0.041,0.149,0.107,,,,,,,,,
0.048,0.131,0.082,,,,,,,,,
0.038,0.111,0.072,,,,,,,,,
0.039,0.091,0.051,,,,,,,,,
0.024,0.071,0.046,,,,,,,,,
0.011,0.051,0.04,,,,,,,,,
-0.002,0.036,0.039,,,,,,,,,
-0.013,0.019,0.032,,,,,,,,,
-0.023,0.007,0.03,,,,,,,,,
-0.025,-0.001,0.024,,,,,,,,,
-0.032,-0.008,0.023,,,,,,,,,
-0.033,-0.017,0.016,,,,,,,,,
-0.039,-0.024,0.015,,,,,,,,,
-0.041,-0.033,0.008,,,,,,,,,
-0.05,-0.039,0.011,,,,,,,,,
-0.048,-0.039,0.008,,,,,,,,,
-0.051,-0.04,0.011,,,,,,,,,
-0.048,-0.039,0.008,,,,,,,,,
-0.052,-0.04,0.012,,,,,,,,,
-0.035,-0.039,-0.003,,,,,,,,,
-0.033,-0.04,-0.006,,,,,,,,,
-0.039,-0.039,0.0,,,,,,,,,
-0.045,-0.04,0.005,,,,,,,,,
-0.048,-0.038,0.009,,,,,,,,,
-0.05,-0.049,0.0,,,,,,,,,
-0.044,-0.057,-0.013,,,,,,,,,
-0.035,-0.053,-0.018,,,,,,,,,
-0.046,-0.055,-0.009,,,,,,,,,
-0.052,-0.054,-0.001,,,,,,,,,
-0.059,-0.055,0.004,,,,,,,,,
-0.062,-0.054,0.008,,,,,,,,,
-0.072,-0.055,0.017,,,,,,,,,
-0.077,-0.054,0.023,,,,,,,,,
-0.075,-0.055,0.019,,,,,,,,,
-0.07,-0.054,0.015,,,,,,,,,
-0.067,-0.055,0.012,,,,,,,,,
-0.062,-0.054,0.007,,,,,,,,,
-0.059,-0.055,0.004,,,,,,,,,
-0.054,-0.054,0.0,,,,,,,,,
-0.047,-0.05,-0.003,,,,,,,,,
-0.039,-0.049,-0.009,,,,,,,,,
-0.045,-0.05,-0.004,,,,,,,,,
-0.065,-0.049,0.015,,,,,,,,,
-0.081,-0.05,0.031,,,,,,,,,
-0.074,-0.049,0.025,,,,,,,,,
-0.056,-0.049,0.006,,,,,,,,,
-0.036,-0.044,-0.008,,,,,,,,,
-0.022,-0.045,-0.022,,,,,,,,,
-0.041,-0.044,-0.002,,,,,,,,,
-0.055,-0.045,0.01,,,,,,,,,
-0.075,-0.044,0.031,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.009,-0.043,-0.033,,,,,,,,,
-0.075,-0.04,0.035,,,,,,,,,
-0.154,-0.04,0.114,,,,,,,,,
-0.013,-0.037,-0.023,,,,,,,,,
0.06,-0.034,-0.094,,,,,,,,,
0.021,-0.035,-0.056,,,,,,,,,
0.001,-0.031,-0.033,,,,,,,,,
-0.054,-0.029,0.025,,,,,,,,,
-0.082,-0.029,0.052,,,,,,,,,
